,instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
29775,14982146,58524,NIFTY22MAR16950CE,NIFTY,0,3/31/2022,16950,0.05,50,CE,NFO-OPT,NFO
29776,14982402,58525,NIFTY22MAR16950PE,NIFTY,0,3/31/2022,16950,0.05,50,PE,NFO-OPT,NFO
29777,13160962,51410,NIFTY22MAR17000CE,NIFTY,0,3/31/2022,17000,0.05,50,CE,NFO-OPT,NFO
29778,13161218,51411,NIFTY22MAR17000PE,NIFTY,0,3/31/2022,17000,0.05,50,PE,NFO-OPT,NFO
29779,14982658,58526,NIFTY22MAR17050CE,NIFTY,0,3/31/2022,17050,0.05,50,CE,NFO-OPT,NFO
29780,14982914,58527,NIFTY22MAR17050PE,NIFTY,0,3/31/2022,17050,0.05,50,PE,NFO-OPT,NFO
29781,14983170,58528,NIFTY22MAR17100CE,NIFTY,0,3/31/2022,17100,0.05,50,CE,NFO-OPT,NFO
29782,14983426,58529,NIFTY22MAR17100PE,NIFTY,0,3/31/2022,17100,0.05,50,PE,NFO-OPT,NFO
29783,14983682,58530,NIFTY22MAR17150CE,NIFTY,0,3/31/2022,17150,0.05,50,CE,NFO-OPT,NFO
29784,14983938,58531,NIFTY22MAR17150PE,NIFTY,0,3/31/2022,17150,0.05,50,PE,NFO-OPT,NFO
29785,14984194,58532,NIFTY22MAR17200CE,NIFTY,0,3/31/2022,17200,0.05,50,CE,NFO-OPT,NFO
29786,14984450,58533,NIFTY22MAR17200PE,NIFTY,0,3/31/2022,17200,0.05,50,PE,NFO-OPT,NFO
29787,14984706,58534,NIFTY22MAR17250CE,NIFTY,0,3/31/2022,17250,0.05,50,CE,NFO-OPT,NFO
29788,14984962,58535,NIFTY22MAR17250PE,NIFTY,0,3/31/2022,17250,0.05,50,PE,NFO-OPT,NFO
29789,14985218,58536,NIFTY22MAR17300CE,NIFTY,0,3/31/2022,17300,0.05,50,CE,NFO-OPT,NFO
29790,14985474,58537,NIFTY22MAR17300PE,NIFTY,0,3/31/2022,17300,0.05,50,PE,NFO-OPT,NFO
29791,14985730,58538,NIFTY22MAR17350CE,NIFTY,0,3/31/2022,17350,0.05,50,CE,NFO-OPT,NFO
29792,14985986,58539,NIFTY22MAR17350PE,NIFTY,0,3/31/2022,17350,0.05,50,PE,NFO-OPT,NFO
29793,14986242,58540,NIFTY22MAR17400CE,NIFTY,0,3/31/2022,17400,0.05,50,CE,NFO-OPT,NFO
29794,14986498,58541,NIFTY22MAR17400PE,NIFTY,0,3/31/2022,17400,0.05,50,PE,NFO-OPT,NFO
29795,14986754,58542,NIFTY22MAR17450CE,NIFTY,0,3/31/2022,17450,0.05,50,CE,NFO-OPT,NFO
29796,14987010,58543,NIFTY22MAR17450PE,NIFTY,0,3/31/2022,17450,0.05,50,PE,NFO-OPT,NFO
29797,9447170,36903,NIFTY22MAR17500CE,NIFTY,0,3/31/2022,17500,0.05,50,CE,NFO-OPT,NFO
29798,9449218,36911,NIFTY22MAR17500PE,NIFTY,0,3/31/2022,17500,0.05,50,PE,NFO-OPT,NFO
29799,14987266,58544,NIFTY22MAR17550CE,NIFTY,0,3/31/2022,17550,0.05,50,CE,NFO-OPT,NFO
29800,14987522,58545,NIFTY22MAR17550PE,NIFTY,0,3/31/2022,17550,0.05,50,PE,NFO-OPT,NFO
29801,14987778,58546,NIFTY22MAR17600CE,NIFTY,0,3/31/2022,17600,0.05,50,CE,NFO-OPT,NFO
29802,14988034,58547,NIFTY22MAR17600PE,NIFTY,0,3/31/2022,17600,0.05,50,PE,NFO-OPT,NFO
29803,14988290,58548,NIFTY22MAR17650CE,NIFTY,0,3/31/2022,17650,0.05,50,CE,NFO-OPT,NFO
29804,14988546,58549,NIFTY22MAR17650PE,NIFTY,0,3/31/2022,17650,0.05,50,PE,NFO-OPT,NFO
29805,14988802,58550,NIFTY22MAR17700CE,NIFTY,0,3/31/2022,17700,0.05,50,CE,NFO-OPT,NFO
29806,14989058,58551,NIFTY22MAR17700PE,NIFTY,0,3/31/2022,17700,0.05,50,PE,NFO-OPT,NFO
29807,14989314,58552,NIFTY22MAR17750CE,NIFTY,0,3/31/2022,17750,0.05,50,CE,NFO-OPT,NFO
29808,14989570,58553,NIFTY22MAR17750PE,NIFTY,0,3/31/2022,17750,0.05,50,PE,NFO-OPT,NFO
29809,14989826,58554,NIFTY22MAR17800CE,NIFTY,0,3/31/2022,17800,0.05,50,CE,NFO-OPT,NFO
29810,14990082,58555,NIFTY22MAR17800PE,NIFTY,0,3/31/2022,17800,0.05,50,PE,NFO-OPT,NFO
29811,14990338,58556,NIFTY22MAR17850CE,NIFTY,0,3/31/2022,17850,0.05,50,CE,NFO-OPT,NFO
29812,14990594,58557,NIFTY22MAR17850PE,NIFTY,0,3/31/2022,17850,0.05,50,PE,NFO-OPT,NFO
29813,14990850,58558,NIFTY22MAR17900CE,NIFTY,0,3/31/2022,17900,0.05,50,CE,NFO-OPT,NFO
29814,14991106,58559,NIFTY22MAR17900PE,NIFTY,0,3/31/2022,17900,0.05,50,PE,NFO-OPT,NFO
29815,14991362,58560,NIFTY22MAR17950CE,NIFTY,0,3/31/2022,17950,0.05,50,CE,NFO-OPT,NFO
29816,14991618,58561,NIFTY22MAR17950PE,NIFTY,0,3/31/2022,17950,0.05,50,PE,NFO-OPT,NFO
29817,12631810,49343,NIFTY22MAR18000CE,NIFTY,0,3/31/2022,18000,0.05,50,CE,NFO-OPT,NFO
29818,12632066,49344,NIFTY22MAR18000PE,NIFTY,0,3/31/2022,18000,0.05,50,PE,NFO-OPT,NFO
29819,14991874,58562,NIFTY22MAR18050CE,NIFTY,0,3/31/2022,18050,0.05,50,CE,NFO-OPT,NFO
29820,14992130,58563,NIFTY22MAR18050PE,NIFTY,0,3/31/2022,18050,0.05,50,PE,NFO-OPT,NFO
29821,14992386,58564,NIFTY22MAR18100CE,NIFTY,0,3/31/2022,18100,0.05,50,CE,NFO-OPT,NFO
29822,14992642,58565,NIFTY22MAR18100PE,NIFTY,0,3/31/2022,18100,0.05,50,PE,NFO-OPT,NFO
29823,14992898,58566,NIFTY22MAR18150CE,NIFTY,0,3/31/2022,18150,0.05,50,CE,NFO-OPT,NFO
29824,14993154,58567,NIFTY22MAR18150PE,NIFTY,0,3/31/2022,18150,0.05,50,PE,NFO-OPT,NFO
29825,14993410,58568,NIFTY22MAR18200CE,NIFTY,0,3/31/2022,18200,0.05,50,CE,NFO-OPT,NFO
29826,14993666,58569,NIFTY22MAR18200PE,NIFTY,0,3/31/2022,18200,0.05,50,PE,NFO-OPT,NFO
29827,14993922,58570,NIFTY22MAR18250CE,NIFTY,0,3/31/2022,18250,0.05,50,CE,NFO-OPT,NFO
29828,14994178,58571,NIFTY22MAR18250PE,NIFTY,0,3/31/2022,18250,0.05,50,PE,NFO-OPT,NFO
29829,14994434,58572,NIFTY22MAR18300CE,NIFTY,0,3/31/2022,18300,0.05,50,CE,NFO-OPT,NFO
29830,14994690,58573,NIFTY22MAR18300PE,NIFTY,0,3/31/2022,18300,0.05,50,PE,NFO-OPT,NFO
29831,14994946,58574,NIFTY22MAR18350CE,NIFTY,0,3/31/2022,18350,0.05,50,CE,NFO-OPT,NFO
29832,14995202,58575,NIFTY22MAR18350PE,NIFTY,0,3/31/2022,18350,0.05,50,PE,NFO-OPT,NFO
29833,14995458,58576,NIFTY22MAR18400CE,NIFTY,0,3/31/2022,18400,0.05,50,CE,NFO-OPT,NFO
29834,14995714,58577,NIFTY22MAR18400PE,NIFTY,0,3/31/2022,18400,0.05,50,PE,NFO-OPT,NFO
29835,14995970,58578,NIFTY22MAR18450CE,NIFTY,0,3/31/2022,18450,0.05,50,CE,NFO-OPT,NFO
29836,14996226,58579,NIFTY22MAR18450PE,NIFTY,0,3/31/2022,18450,0.05,50,PE,NFO-OPT,NFO
29837,10494978,40996,NIFTY22MAR18500CE,NIFTY,0,3/31/2022,18500,0.05,50,CE,NFO-OPT,NFO
29838,10495234,40997,NIFTY22MAR18500PE,NIFTY,0,3/31/2022,18500,0.05,50,PE,NFO-OPT,NFO
29839,14996482,58580,NIFTY22MAR18550CE,NIFTY,0,3/31/2022,18550,0.05,50,CE,NFO-OPT,NFO
29840,14996738,58581,NIFTY22MAR18550PE,NIFTY,0,3/31/2022,18550,0.05,50,PE,NFO-OPT,NFO
29841,14996994,58582,NIFTY22MAR18600CE,NIFTY,0,3/31/2022,18600,0.05,50,CE,NFO-OPT,NFO
29842,14997250,58583,NIFTY22MAR18600PE,NIFTY,0,3/31/2022,18600,0.05,50,PE,NFO-OPT,NFO
29843,14997506,58584,NIFTY22MAR18650CE,NIFTY,0,3/31/2022,18650,0.05,50,CE,NFO-OPT,NFO
29844,14997762,58585,NIFTY22MAR18650PE,NIFTY,0,3/31/2022,18650,0.05,50,PE,NFO-OPT,NFO
29845,14998018,58586,NIFTY22MAR18700CE,NIFTY,0,3/31/2022,18700,0.05,50,CE,NFO-OPT,NFO
29846,14998274,58587,NIFTY22MAR18700PE,NIFTY,0,3/31/2022,18700,0.05,50,PE,NFO-OPT,NFO
29847,9005826,35179,NIFTY22MAR18750CE,NIFTY,0,3/31/2022,18750,0.05,50,CE,NFO-OPT,NFO
29848,9006594,35182,NIFTY22MAR18750PE,NIFTY,0,3/31/2022,18750,0.05,50,PE,NFO-OPT,NFO
29849,9008386,35189,NIFTY22MAR18800CE,NIFTY,0,3/31/2022,18800,0.05,50,CE,NFO-OPT,NFO
29850,9008898,35191,NIFTY22MAR18800PE,NIFTY,0,3/31/2022,18800,0.05,50,PE,NFO-OPT,NFO
29851,9009154,35192,NIFTY22MAR18850CE,NIFTY,0,3/31/2022,18850,0.05,50,CE,NFO-OPT,NFO
29852,9009410,35193,NIFTY22MAR18850PE,NIFTY,0,3/31/2022,18850,0.05,50,PE,NFO-OPT,NFO
29853,9636354,37642,NIFTY22MAR18900CE,NIFTY,0,3/31/2022,18900,0.05,50,CE,NFO-OPT,NFO
29854,9636610,37643,NIFTY22MAR18900PE,NIFTY,0,3/31/2022,18900,0.05,50,PE,NFO-OPT,NFO
29855,9638402,37650,NIFTY22MAR18950CE,NIFTY,0,3/31/2022,18950,0.05,50,CE,NFO-OPT,NFO
29856,9638658,37651,NIFTY22MAR18950PE,NIFTY,0,3/31/2022,18950,0.05,50,PE,NFO-OPT,NFO
29857,10226690,39948,NIFTY22MAR19000CE,NIFTY,0,3/31/2022,19000,0.05,50,CE,NFO-OPT,NFO
29858,10226946,39949,NIFTY22MAR19000PE,NIFTY,0,3/31/2022,19000,0.05,50,PE,NFO-OPT,NFO
29859,9640450,37658,NIFTY22MAR19050CE,NIFTY,0,3/31/2022,19050,0.05,50,CE,NFO-OPT,NFO
29860,9644290,37673,NIFTY22MAR19050PE,NIFTY,0,3/31/2022,19050,0.05,50,PE,NFO-OPT,NFO
29861,9644546,37674,NIFTY22MAR19100CE,NIFTY,0,3/31/2022,19100,0.05,50,CE,NFO-OPT,NFO
29862,9644802,37675,NIFTY22MAR19100PE,NIFTY,0,3/31/2022,19100,0.05,50,PE,NFO-OPT,NFO
29863,9645058,37676,NIFTY22MAR19150CE,NIFTY,0,3/31/2022,19150,0.05,50,CE,NFO-OPT,NFO
29864,9646338,37681,NIFTY22MAR19150PE,NIFTY,0,3/31/2022,19150,0.05,50,PE,NFO-OPT,NFO
29865,10309122,40270,NIFTY22MAR19200CE,NIFTY,0,3/31/2022,19200,0.05,50,CE,NFO-OPT,NFO
29866,10310914,40277,NIFTY22MAR19200PE,NIFTY,0,3/31/2022,19200,0.05,50,PE,NFO-OPT,NFO
29867,10312194,40282,NIFTY22MAR19250CE,NIFTY,0,3/31/2022,19250,0.05,50,CE,NFO-OPT,NFO
29868,10312450,40283,NIFTY22MAR19250PE,NIFTY,0,3/31/2022,19250,0.05,50,PE,NFO-OPT,NFO
29869,10312962,40285,NIFTY22MAR19300CE,NIFTY,0,3/31/2022,19300,0.05,50,CE,NFO-OPT,NFO
29870,10313218,40286,NIFTY22MAR19300PE,NIFTY,0,3/31/2022,19300,0.05,50,PE,NFO-OPT,NFO
29871,10104322,39470,NIFTY22MAR19350CE,NIFTY,0,3/31/2022,19350,0.05,50,CE,NFO-OPT,NFO
29872,10104578,39471,NIFTY22MAR19350PE,NIFTY,0,3/31/2022,19350,0.05,50,PE,NFO-OPT,NFO
29873,10402050,40633,NIFTY22MAR19400CE,NIFTY,0,3/31/2022,19400,0.05,50,CE,NFO-OPT,NFO
29874,10402306,40634,NIFTY22MAR19400PE,NIFTY,0,3/31/2022,19400,0.05,50,PE,NFO-OPT,NFO
29875,10613506,41459,NIFTY22MAR19450CE,NIFTY,0,3/31/2022,19450,0.05,50,CE,NFO-OPT,NFO
29876,10613762,41460,NIFTY22MAR19450PE,NIFTY,0,3/31/2022,19450,0.05,50,PE,NFO-OPT,NFO
29877,9382402,36650,NIFTY22MAR19500CE,NIFTY,0,3/31/2022,19500,0.05,50,CE,NFO-OPT,NFO
29878,9382658,36651,NIFTY22MAR19500PE,NIFTY,0,3/31/2022,19500,0.05,50,PE,NFO-OPT,NFO
29879,12148994,47457,NIFTY22MAR19550CE,NIFTY,0,3/31/2022,19550,0.05,50,CE,NFO-OPT,NFO
29880,12150274,47462,NIFTY22MAR19550PE,NIFTY,0,3/31/2022,19550,0.05,50,PE,NFO-OPT,NFO
29881,10874370,42478,NIFTY22MAR19600CE,NIFTY,0,3/31/2022,19600,0.05,50,CE,NFO-OPT,NFO
29882,10874626,42479,NIFTY22MAR19600PE,NIFTY,0,3/31/2022,19600,0.05,50,PE,NFO-OPT,NFO
29883,10874882,42480,NIFTY22MAR19650CE,NIFTY,0,3/31/2022,19650,0.05,50,CE,NFO-OPT,NFO
29884,10875138,42481,NIFTY22MAR19650PE,NIFTY,0,3/31/2022,19650,0.05,50,PE,NFO-OPT,NFO
29885,10875650,42483,NIFTY22MAR19700CE,NIFTY,0,3/31/2022,19700,0.05,50,CE,NFO-OPT,NFO
29886,10875906,42484,NIFTY22MAR19700PE,NIFTY,0,3/31/2022,19700,0.05,50,PE,NFO-OPT,NFO
29887,12559362,49060,NIFTY22MAR19750CE,NIFTY,0,3/31/2022,19750,0.05,50,CE,NFO-OPT,NFO
29888,12560642,49065,NIFTY22MAR19750PE,NIFTY,0,3/31/2022,19750,0.05,50,PE,NFO-OPT,NFO
29889,10123010,39543,NIFTY22MAR19800CE,NIFTY,0,3/31/2022,19800,0.05,50,CE,NFO-OPT,NFO
29890,10123266,39544,NIFTY22MAR19800PE,NIFTY,0,3/31/2022,19800,0.05,50,PE,NFO-OPT,NFO
29891,9640962,37660,NIFTY22MAR20000CE,NIFTY,0,3/31/2022,20000,0.05,50,CE,NFO-OPT,NFO
29892,9641218,37661,NIFTY22MAR20000PE,NIFTY,0,3/31/2022,20000,0.05,50,PE,NFO-OPT,NFO
29893,17213954,67242,NIFTY22MAR20500CE,NIFTY,0,3/31/2022,20500,0.05,50,CE,NFO-OPT,NFO
29894,17214210,67243,NIFTY22MAR20500PE,NIFTY,0,3/31/2022,20500,0.05,50,PE,NFO-OPT,NFO
29895,13161986,51414,NIFTY22MAR21000CE,NIFTY,0,3/31/2022,21000,0.05,50,CE,NFO-OPT,NFO
29896,13162242,51415,NIFTY22MAR21000PE,NIFTY,0,3/31/2022,21000,0.05,50,PE,NFO-OPT,NFO
29897,8964098,35016,NIFTY2230315500CE,NIFTY,0,3/3/2022,15500,0.05,50,CE,NFO-OPT,NFO
29898,8964354,35017,NIFTY2230315500PE,NIFTY,0,3/3/2022,15500,0.05,50,PE,NFO-OPT,NFO
29899,14684418,57361,NIFTY2230315550CE,NIFTY,0,3/3/2022,15550,0.05,50,CE,NFO-OPT,NFO
29900,14684674,57362,NIFTY2230315550PE,NIFTY,0,3/3/2022,15550,0.05,50,PE,NFO-OPT,NFO
29901,14684930,57363,NIFTY2230315600CE,NIFTY,0,3/3/2022,15600,0.05,50,CE,NFO-OPT,NFO
29902,14685186,57364,NIFTY2230315600PE,NIFTY,0,3/3/2022,15600,0.05,50,PE,NFO-OPT,NFO
29903,14685442,57365,NIFTY2230315650CE,NIFTY,0,3/3/2022,15650,0.05,50,CE,NFO-OPT,NFO
29904,14685698,57366,NIFTY2230315650PE,NIFTY,0,3/3/2022,15650,0.05,50,PE,NFO-OPT,NFO
29905,14685954,57367,NIFTY2230315700CE,NIFTY,0,3/3/2022,15700,0.05,50,CE,NFO-OPT,NFO
29906,14686210,57368,NIFTY2230315700PE,NIFTY,0,3/3/2022,15700,0.05,50,PE,NFO-OPT,NFO
29907,14686466,57369,NIFTY2230315750CE,NIFTY,0,3/3/2022,15750,0.05,50,CE,NFO-OPT,NFO
29908,14686722,57370,NIFTY2230315750PE,NIFTY,0,3/3/2022,15750,0.05,50,PE,NFO-OPT,NFO
29909,14686978,57371,NIFTY2230315800CE,NIFTY,0,3/3/2022,15800,0.05,50,CE,NFO-OPT,NFO
29910,14687234,57372,NIFTY2230315800PE,NIFTY,0,3/3/2022,15800,0.05,50,PE,NFO-OPT,NFO
29911,14687490,57373,NIFTY2230315850CE,NIFTY,0,3/3/2022,15850,0.05,50,CE,NFO-OPT,NFO
29912,14687746,57374,NIFTY2230315850PE,NIFTY,0,3/3/2022,15850,0.05,50,PE,NFO-OPT,NFO
29913,14688002,57375,NIFTY2230315900CE,NIFTY,0,3/3/2022,15900,0.05,50,CE,NFO-OPT,NFO
29914,14688258,57376,NIFTY2230315900PE,NIFTY,0,3/3/2022,15900,0.05,50,PE,NFO-OPT,NFO
29915,14688514,57377,NIFTY2230315950CE,NIFTY,0,3/3/2022,15950,0.05,50,CE,NFO-OPT,NFO
29916,14688770,57378,NIFTY2230315950PE,NIFTY,0,3/3/2022,15950,0.05,50,PE,NFO-OPT,NFO
29917,14689026,57379,NIFTY2230316000CE,NIFTY,0,3/3/2022,16000,0.05,50,CE,NFO-OPT,NFO
29918,14689282,57380,NIFTY2230316000PE,NIFTY,0,3/3/2022,16000,0.05,50,PE,NFO-OPT,NFO
29919,14689538,57381,NIFTY2230316050CE,NIFTY,0,3/3/2022,16050,0.05,50,CE,NFO-OPT,NFO
29920,14689794,57382,NIFTY2230316050PE,NIFTY,0,3/3/2022,16050,0.05,50,PE,NFO-OPT,NFO
29921,14690050,57383,NIFTY2230316100CE,NIFTY,0,3/3/2022,16100,0.05,50,CE,NFO-OPT,NFO
29922,14690306,57384,NIFTY2230316100PE,NIFTY,0,3/3/2022,16100,0.05,50,PE,NFO-OPT,NFO
29923,14690562,57385,NIFTY2230316150CE,NIFTY,0,3/3/2022,16150,0.05,50,CE,NFO-OPT,NFO
29924,14691586,57389,NIFTY2230316150PE,NIFTY,0,3/3/2022,16150,0.05,50,PE,NFO-OPT,NFO
29925,14691842,57390,NIFTY2230316200CE,NIFTY,0,3/3/2022,16200,0.05,50,CE,NFO-OPT,NFO
29926,14692098,57391,NIFTY2230316200PE,NIFTY,0,3/3/2022,16200,0.05,50,PE,NFO-OPT,NFO
29927,14692354,57392,NIFTY2230316250CE,NIFTY,0,3/3/2022,16250,0.05,50,CE,NFO-OPT,NFO
29928,14692610,57393,NIFTY2230316250PE,NIFTY,0,3/3/2022,16250,0.05,50,PE,NFO-OPT,NFO
29929,14692866,57394,NIFTY2230316300CE,NIFTY,0,3/3/2022,16300,0.05,50,CE,NFO-OPT,NFO
29930,14693122,57395,NIFTY2230316300PE,NIFTY,0,3/3/2022,16300,0.05,50,PE,NFO-OPT,NFO
29931,14693378,57396,NIFTY2230316350CE,NIFTY,0,3/3/2022,16350,0.05,50,CE,NFO-OPT,NFO
29932,14693634,57397,NIFTY2230316350PE,NIFTY,0,3/3/2022,16350,0.05,50,PE,NFO-OPT,NFO
29933,14693890,57398,NIFTY2230316400CE,NIFTY,0,3/3/2022,16400,0.05,50,CE,NFO-OPT,NFO
29934,14694146,57399,NIFTY2230316400PE,NIFTY,0,3/3/2022,16400,0.05,50,PE,NFO-OPT,NFO
29935,14694402,57400,NIFTY2230316450CE,NIFTY,0,3/3/2022,16450,0.05,50,CE,NFO-OPT,NFO
29936,14694658,57401,NIFTY2230316450PE,NIFTY,0,3/3/2022,16450,0.05,50,PE,NFO-OPT,NFO
29937,14694914,57402,NIFTY2230316500CE,NIFTY,0,3/3/2022,16500,0.05,50,CE,NFO-OPT,NFO
29938,14695170,57403,NIFTY2230316500PE,NIFTY,0,3/3/2022,16500,0.05,50,PE,NFO-OPT,NFO
29939,14695426,57404,NIFTY2230316550CE,NIFTY,0,3/3/2022,16550,0.05,50,CE,NFO-OPT,NFO
29940,14695682,57405,NIFTY2230316550PE,NIFTY,0,3/3/2022,16550,0.05,50,PE,NFO-OPT,NFO
29941,14695938,57406,NIFTY2230316600CE,NIFTY,0,3/3/2022,16600,0.05,50,CE,NFO-OPT,NFO
29942,14696194,57407,NIFTY2230316600PE,NIFTY,0,3/3/2022,16600,0.05,50,PE,NFO-OPT,NFO
29943,14696450,57408,NIFTY2230316650CE,NIFTY,0,3/3/2022,16650,0.05,50,CE,NFO-OPT,NFO
29944,14696706,57409,NIFTY2230316650PE,NIFTY,0,3/3/2022,16650,0.05,50,PE,NFO-OPT,NFO
29945,14696962,57410,NIFTY2230316700CE,NIFTY,0,3/3/2022,16700,0.05,50,CE,NFO-OPT,NFO
29946,14697218,57411,NIFTY2230316700PE,NIFTY,0,3/3/2022,16700,0.05,50,PE,NFO-OPT,NFO
29947,14697474,57412,NIFTY2230316750CE,NIFTY,0,3/3/2022,16750,0.05,50,CE,NFO-OPT,NFO
29948,14697730,57413,NIFTY2230316750PE,NIFTY,0,3/3/2022,16750,0.05,50,PE,NFO-OPT,NFO
29949,14697986,57414,NIFTY2230316800CE,NIFTY,0,3/3/2022,16800,0.05,50,CE,NFO-OPT,NFO
29950,14698242,57415,NIFTY2230316800PE,NIFTY,0,3/3/2022,16800,0.05,50,PE,NFO-OPT,NFO
29951,14698498,57416,NIFTY2230316850CE,NIFTY,0,3/3/2022,16850,0.05,50,CE,NFO-OPT,NFO
29952,14698754,57417,NIFTY2230316850PE,NIFTY,0,3/3/2022,16850,0.05,50,PE,NFO-OPT,NFO
29953,14699010,57418,NIFTY2230316900CE,NIFTY,0,3/3/2022,16900,0.05,50,CE,NFO-OPT,NFO
29954,14699266,57419,NIFTY2230316900PE,NIFTY,0,3/3/2022,16900,0.05,50,PE,NFO-OPT,NFO
29955,14699522,57420,NIFTY2230316950CE,NIFTY,0,3/3/2022,16950,0.05,50,CE,NFO-OPT,NFO
29956,14699778,57421,NIFTY2230316950PE,NIFTY,0,3/3/2022,16950,0.05,50,PE,NFO-OPT,NFO
29957,14700034,57422,NIFTY2230317000CE,NIFTY,0,3/3/2022,17000,0.05,50,CE,NFO-OPT,NFO
29958,14700290,57423,NIFTY2230317000PE,NIFTY,0,3/3/2022,17000,0.05,50,PE,NFO-OPT,NFO
29959,14700546,57424,NIFTY2230317050CE,NIFTY,0,3/3/2022,17050,0.05,50,CE,NFO-OPT,NFO
29960,14700802,57425,NIFTY2230317050PE,NIFTY,0,3/3/2022,17050,0.05,50,PE,NFO-OPT,NFO
29961,14701058,57426,NIFTY2230317100CE,NIFTY,0,3/3/2022,17100,0.05,50,CE,NFO-OPT,NFO
29962,14701314,57427,NIFTY2230317100PE,NIFTY,0,3/3/2022,17100,0.05,50,PE,NFO-OPT,NFO
29963,14701570,57428,NIFTY2230317150CE,NIFTY,0,3/3/2022,17150,0.05,50,CE,NFO-OPT,NFO
29964,14701826,57429,NIFTY2230317150PE,NIFTY,0,3/3/2022,17150,0.05,50,PE,NFO-OPT,NFO
29965,14702082,57430,NIFTY2230317200CE,NIFTY,0,3/3/2022,17200,0.05,50,CE,NFO-OPT,NFO
29966,14702338,57431,NIFTY2230317200PE,NIFTY,0,3/3/2022,17200,0.05,50,PE,NFO-OPT,NFO
29967,14702594,57432,NIFTY2230317250CE,NIFTY,0,3/3/2022,17250,0.05,50,CE,NFO-OPT,NFO
29968,14702850,57433,NIFTY2230317250PE,NIFTY,0,3/3/2022,17250,0.05,50,PE,NFO-OPT,NFO
29969,14703106,57434,NIFTY2230317300CE,NIFTY,0,3/3/2022,17300,0.05,50,CE,NFO-OPT,NFO
29970,14703362,57435,NIFTY2230317300PE,NIFTY,0,3/3/2022,17300,0.05,50,PE,NFO-OPT,NFO
29971,14703618,57436,NIFTY2230317350CE,NIFTY,0,3/3/2022,17350,0.05,50,CE,NFO-OPT,NFO
29972,14703874,57437,NIFTY2230317350PE,NIFTY,0,3/3/2022,17350,0.05,50,PE,NFO-OPT,NFO
29973,14704130,57438,NIFTY2230317400CE,NIFTY,0,3/3/2022,17400,0.05,50,CE,NFO-OPT,NFO
29974,14704386,57439,NIFTY2230317400PE,NIFTY,0,3/3/2022,17400,0.05,50,PE,NFO-OPT,NFO
29975,14704642,57440,NIFTY2230317450CE,NIFTY,0,3/3/2022,17450,0.05,50,CE,NFO-OPT,NFO
29976,14704898,57441,NIFTY2230317450PE,NIFTY,0,3/3/2022,17450,0.05,50,PE,NFO-OPT,NFO
29977,14705154,57442,NIFTY2230317500CE,NIFTY,0,3/3/2022,17500,0.05,50,CE,NFO-OPT,NFO
29978,14705410,57443,NIFTY2230317500PE,NIFTY,0,3/3/2022,17500,0.05,50,PE,NFO-OPT,NFO
29979,14705666,57444,NIFTY2230317550CE,NIFTY,0,3/3/2022,17550,0.05,50,CE,NFO-OPT,NFO
29980,14705922,57445,NIFTY2230317550PE,NIFTY,0,3/3/2022,17550,0.05,50,PE,NFO-OPT,NFO
29981,14706178,57446,NIFTY2230317600CE,NIFTY,0,3/3/2022,17600,0.05,50,CE,NFO-OPT,NFO
29982,14706434,57447,NIFTY2230317600PE,NIFTY,0,3/3/2022,17600,0.05,50,PE,NFO-OPT,NFO
29983,14706690,57448,NIFTY2230317650CE,NIFTY,0,3/3/2022,17650,0.05,50,CE,NFO-OPT,NFO
29984,14706946,57449,NIFTY2230317650PE,NIFTY,0,3/3/2022,17650,0.05,50,PE,NFO-OPT,NFO
29985,14707202,57450,NIFTY2230317700CE,NIFTY,0,3/3/2022,17700,0.05,50,CE,NFO-OPT,NFO
29986,14707458,57451,NIFTY2230317700PE,NIFTY,0,3/3/2022,17700,0.05,50,PE,NFO-OPT,NFO
29987,14707714,57452,NIFTY2230317750CE,NIFTY,0,3/3/2022,17750,0.05,50,CE,NFO-OPT,NFO
29988,14707970,57453,NIFTY2230317750PE,NIFTY,0,3/3/2022,17750,0.05,50,PE,NFO-OPT,NFO
29989,14708226,57454,NIFTY2230317800CE,NIFTY,0,3/3/2022,17800,0.05,50,CE,NFO-OPT,NFO
29990,14708482,57455,NIFTY2230317800PE,NIFTY,0,3/3/2022,17800,0.05,50,PE,NFO-OPT,NFO
29991,14708738,57456,NIFTY2230317850CE,NIFTY,0,3/3/2022,17850,0.05,50,CE,NFO-OPT,NFO
29992,14708994,57457,NIFTY2230317850PE,NIFTY,0,3/3/2022,17850,0.05,50,PE,NFO-OPT,NFO
29993,14709250,57458,NIFTY2230317900CE,NIFTY,0,3/3/2022,17900,0.05,50,CE,NFO-OPT,NFO
29994,14709506,57459,NIFTY2230317900PE,NIFTY,0,3/3/2022,17900,0.05,50,PE,NFO-OPT,NFO
29995,14709762,57460,NIFTY2230317950CE,NIFTY,0,3/3/2022,17950,0.05,50,CE,NFO-OPT,NFO
29996,14710786,57464,NIFTY2230317950PE,NIFTY,0,3/3/2022,17950,0.05,50,PE,NFO-OPT,NFO
29997,14711554,57467,NIFTY2230318000CE,NIFTY,0,3/3/2022,18000,0.05,50,CE,NFO-OPT,NFO
29998,14712834,57472,NIFTY2230318000PE,NIFTY,0,3/3/2022,18000,0.05,50,PE,NFO-OPT,NFO
